activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00008504,Email,2023-05-08 00:00:00,Email with HH02231,Prospecting activity for new household acquisition.,No Response,Send material,Active,ADV0161,HH02231,ACCT006717
CRM00008505,Call,2024-08-04 00:00:00,Call with HH02237,Reviewed retirement income needs and cash balance.,No Response,Send material,Active,ADV0161,HH02237,ACCT006734
CRM00008506,Task,2025-03-23 00:00:00,Task with HH02226,Discussed managed account review and client goals.,Not Interested,Discuss with manager,Active,ADV0161,HH02226,ACCT006704
CRM00008507,Client Review,2023-04-12 00:00:00,Client Review with HH02250,Prospecting activity for new household acquisition.,Interested,No action,Active,ADV0162,HH02250,ACCT006770
CRM00008508,Email,2024-01-26 00:00:00,Email with HH02253,Prospecting activity for new household acquisition.,Interested,Send material,Active,ADV0162,HH02253,ACCT006778
CRM00008509,Call,2024-07-06 00:00:00,Call with HH02247,Prospecting activity for new household acquisition.,Not Interested,No action,Active,ADV0162,HH02247,ACCT006760
CRM00008510,Call,2024-08-14 00:00:00,Call with HH02253,Client expressed interest in tax-aware investment approach.,Not Interested,Send material,Active,ADV0162,HH02253,ACCT006779
CRM00008511,Prospecting,2023-04-06 00:00:00,Prospecting with HH02243,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0162,HH02243,ACCT006749
CRM00008512,Call,2024-02-24 00:00:00,Call with HH02250,Prospecting activity for new household acquisition.,Interested,Send material,Active,ADV0162,HH02250,ACCT006772
CRM00008513,Meeting,2023-05-03 00:00:00,Meeting with HH02253,Reviewed retirement income needs and cash balance.,Interested,Create opportunity,Active,ADV0162,HH02253,ACCT006779
CRM00008514,Prospecting,2023-01-12 00:00:00,Prospecting with HH02249,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0162,HH02249,ACCT006766
CRM00008515,Task,2024-10-20 00:00:00,Task with HH02246,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,No action,Active,ADV0162,HH02246,ACCT006758
CRM00008516,Follow-up,2024-03-17 00:00:00,Follow-up with HH02251,Client expressed interest in tax-aware investment approach.,Interested,Create opportunity,Active,ADV0162,HH02251,ACCT006773
CRM00008517,Follow-up,2023-11-16 00:00:00,Follow-up with HH02245,No recent engagement; requires proactive outreach.,No Response,Create opportunity,Active,ADV0162,HH02245,ACCT006753
CRM00008518,Follow-up,2025-03-20 00:00:00,Follow-up with HH02245,Prospecting activity for new household acquisition.,Scheduled Follow-up,Discuss with manager,Active,ADV0162,HH02245,ACCT006753
CRM00008519,Prospecting,2024-04-24 00:00:00,Prospecting with HH02255,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Schedule review,Active,ADV0162,HH02255,ACCT006783
CRM00008520,Prospecting,2023-01-08 00:00:00,Prospecting with HH02256,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0162,HH02256,ACCT006788
CRM00008521,Meeting,2024-04-05 00:00:00,Meeting with HH02246,Discussed managed account review and client goals.,Scheduled Follow-up,Discuss with manager,Active,ADV0162,HH02246,ACCT006758
CRM00008522,Meeting,2025-01-13 00:00:00,Meeting with HH02252,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0162,HH02252,ACCT006776
CRM00008523,Email,2024-02-09 00:00:00,Email with HH02240,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0162,HH02240,ACCT006741
CRM00008524,Client Review,2023-09-18 00:00:00,Client Review with HH02254,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0162,HH02254,ACCT006780
CRM00008525,Note,2025-03-02 00:00:00,Note with HH02252,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0162,HH02252,ACCT006777
CRM00008526,Prospecting,2023-12-25 00:00:00,Prospecting with HH02254,Discussed managed account review and client goals.,Completed,Discuss with manager,Active,ADV0162,HH02254,ACCT006781
CRM00008527,Note,2023-08-24 00:00:00,Note with HH02247,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0162,HH02247,ACCT006760
CRM00008528,Email,2024-02-09 00:00:00,Email with HH02245,Follow-up required on fixed income allocation.,Interested,Discuss with manager,Active,ADV0162,HH02245,ACCT006754
CRM00008529,Task,2025-06-10 00:00:00,Task with HH02242,Prospecting activity for new household acquisition.,Interested,No action,Active,ADV0162,HH02242,ACCT006746
CRM00008530,Follow-up,2025-09-13 00:00:00,Follow-up with HH02256,Prospecting activity for new household acquisition.,Scheduled Follow-up,Discuss with manager,Active,ADV0162,HH02256,ACCT006786
CRM00008531,Follow-up,2025-06-06 00:00:00,Follow-up with HH02251,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0162,HH02251,ACCT006773
CRM00008532,Note,2024-03-20 00:00:00,Note with HH02254,Follow-up required on fixed income allocation.,Interested,Discuss with manager,Active,ADV0162,HH02254,ACCT006780
CRM00008533,Prospecting,2024-03-10 00:00:00,Prospecting with HH02247,Client expressed interest in tax-aware investment approach.,Completed,Create opportunity,Active,ADV0162,HH02247,ACCT006760
CRM00008534,Meeting,2023-12-05 00:00:00,Meeting with HH02245,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Send material,Active,ADV0162,HH02245,ACCT006754
CRM00008535,Follow-up,2024-02-25 00:00:00,Follow-up with HH02254,No recent engagement; requires proactive outreach.,Not Interested,Discuss with manager,Active,ADV0162,HH02254,ACCT006781
CRM00008536,Meeting,2025-03-24 00:00:00,Meeting with HH02252,Client expressed interest in tax-aware investment approach.,No Response,No action,Active,ADV0162,HH02252,ACCT006775
CRM00008537,Call,2023-08-18 00:00:00,Call with HH02245,No recent engagement; requires proactive outreach.,No Response,Schedule review,Active,ADV0162,HH02245,ACCT006754
CRM00008538,Meeting,2023-07-06 00:00:00,Meeting with HH02246,Prospecting activity for new household acquisition.,No Response,Create opportunity,Active,ADV0162,HH02246,ACCT006755
CRM00008539,Task,2024-03-19 00:00:00,Task with HH02250,Follow-up required on fixed income allocation.,Not Interested,Schedule review,Active,ADV0162,HH02250,ACCT006770
CRM00008540,Task,2024-03-19 00:00:00,Task with HH02249,Prospecting activity for new household acquisition.,Scheduled Follow-up,No action,Active,ADV0162,HH02249,ACCT006767
CRM00008541,Task,2023-09-05 00:00:00,Task with HH02243,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0162,HH02243,ACCT006750
CRM00008542,Call,2023-03-19 00:00:00,Call with HH02243,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0162,HH02243,ACCT006749
CRM00008543,Task,2024-04-11 00:00:00,Task with HH02251,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0162,HH02251,ACCT006773
CRM00008544,Follow-up,2023-09-20 00:00:00,Follow-up with HH02254,Prospecting activity for new household acquisition.,Completed,Send material,Active,ADV0162,HH02254,ACCT006780
CRM00008545,Follow-up,2024-09-06 00:00:00,Follow-up with HH02241,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0162,HH02241,ACCT006744
CRM00008546,Call,2023-11-10 00:00:00,Call with HH02242,Prospecting activity for new household acquisition.,Not Interested,Schedule review,Active,ADV0162,HH02242,ACCT006746
CRM00008547,Follow-up,2024-02-20 00:00:00,Follow-up with HH02272,No recent engagement; requires proactive outreach.,No Response,No action,Active,ADV0163,HH02272,ACCT006838
CRM00008548,Prospecting,2024-09-25 00:00:00,Prospecting with HH02257,Reviewed retirement income needs and cash balance.,No Response,Schedule review,Active,ADV0163,HH02257,ACCT006790
CRM00008549,Prospecting,2024-11-14 00:00:00,Prospecting with HH02272,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0163,HH02272,ACCT006838
CRM00008550,Task,2025-08-20 00:00:00,Task with HH02259,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Send material,Active,ADV0163,HH02259,ACCT006798
CRM00008551,Task,2025-04-10 00:00:00,Task with HH02259,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Schedule review,Active,ADV0163,HH02259,ACCT006799
CRM00008552,Prospecting,2024-01-11 00:00:00,Prospecting with HH02258,No recent engagement; requires proactive outreach.,Not Interested,Create opportunity,Active,ADV0163,HH02258,ACCT006793
CRM00008553,Email,2024-02-24 00:00:00,Email with HH02269,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0163,HH02269,ACCT006828
CRM00008554,Client Review,2023-10-03 00:00:00,Client Review with HH02268,Follow-up required on fixed income allocation.,Not Interested,Schedule review,Active,ADV0163,HH02268,ACCT006825
CRM00008555,Follow-up,2023-12-12 00:00:00,Follow-up with HH02262,Follow-up required on fixed income allocation.,Not Interested,Schedule review,Active,ADV0163,HH02262,ACCT006805
CRM00008556,Follow-up,2025-05-13 00:00:00,Follow-up with HH02274,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0163,HH02274,ACCT006842
CRM00008557,Follow-up,2023-10-14 00:00:00,Follow-up with HH02274,Discussed managed account review and client goals.,Scheduled Follow-up,Create opportunity,Active,ADV0163,HH02274,ACCT006842
CRM00008558,Task,2024-09-14 00:00:00,Task with HH02267,Reviewed retirement income needs and cash balance.,Interested,No action,Active,ADV0163,HH02267,ACCT006822
CRM00008559,Note,2024-08-20 00:00:00,Note with HH02260,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0163,HH02260,ACCT006801
CRM00008560,Client Review,2025-04-06 00:00:00,Client Review with HH02268,Discussed managed account review and client goals.,Interested,Create opportunity,Active,ADV0163,HH02268,ACCT006824
CRM00008561,Prospecting,2025-09-24 00:00:00,Prospecting with HH02271,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0163,HH02271,ACCT006832
CRM00008562,Call,2023-10-23 00:00:00,Call with HH02260,Discussed managed account review and client goals.,Completed,Schedule review,Active,ADV0163,HH02260,ACCT006800
CRM00008563,Prospecting,2025-08-14 00:00:00,Prospecting with HH02257,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0163,HH02257,ACCT006789
CRM00008564,Task,2023-01-23 00:00:00,Task with HH02273,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0163,HH02273,ACCT006839
CRM00008565,Follow-up,2025-02-03 00:00:00,Follow-up with HH02268,Discussed managed account review and client goals.,Not Interested,Create opportunity,Active,ADV0163,HH02268,ACCT006825
CRM00008566,Email,2025-06-11 00:00:00,Email with HH02265,Reviewed retirement income needs and cash balance.,Not Interested,Schedule review,Active,ADV0163,HH02265,ACCT006816
CRM00008567,Follow-up,2025-04-09 00:00:00,Follow-up with HH02258,Reviewed retirement income needs and cash balance.,Completed,Discuss with manager,Active,ADV0163,HH02258,ACCT006793
CRM00008568,Task,2025-02-11 00:00:00,Task with HH02263,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0163,HH02263,ACCT006809
CRM00008569,Client Review,2024-05-02 00:00:00,Client Review with HH02265,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0163,HH02265,ACCT006815
CRM00008570,Follow-up,2023-07-13 00:00:00,Follow-up with HH02267,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0163,HH02267,ACCT006823
CRM00008571,Client Review,2024-05-05 00:00:00,Client Review with HH02274,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Schedule review,Active,ADV0163,HH02274,ACCT006842
CRM00008572,Task,2025-06-10 00:00:00,Task with HH02270,Discussed managed account review and client goals.,Not Interested,Schedule review,Active,ADV0163,HH02270,ACCT006830
CRM00008573,Prospecting,2025-10-05 00:00:00,Prospecting with HH02257,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0163,HH02257,ACCT006790
CRM00008574,Prospecting,2025-05-12 00:00:00,Prospecting with HH02261,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0163,HH02261,ACCT006803
CRM00008575,Call,2024-01-23 00:00:00,Call with HH02273,No recent engagement; requires proactive outreach.,No Response,No action,Active,ADV0163,HH02273,ACCT006840
CRM00008576,Call,2024-10-04 00:00:00,Call with HH02265,Reviewed retirement income needs and cash balance.,Not Interested,Discuss with manager,Active,ADV0163,HH02265,ACCT006817
CRM00008577,Email,2024-03-19 00:00:00,Email with HH02273,Client expressed interest in tax-aware investment approach.,Interested,Schedule review,Active,ADV0163,HH02273,ACCT006839
CRM00008578,Follow-up,2025-11-21 00:00:00,Follow-up with HH02271,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0163,HH02271,ACCT006833
CRM00008579,Prospecting,2024-10-03 00:00:00,Prospecting with HH02268,No recent engagement; requires proactive outreach.,Interested,Send material,Active,ADV0163,HH02268,ACCT006825
CRM00008580,Call,2023-03-13 00:00:00,Call with HH02264,Reviewed retirement income needs and cash balance.,Not Interested,No action,Active,ADV0163,HH02264,ACCT006810
CRM00008581,Call,2023-09-26 00:00:00,Call with HH02258,Prospecting activity for new household acquisition.,Completed,Create opportunity,Active,ADV0163,HH02258,ACCT006793
CRM00008582,Call,2025-04-23 00:00:00,Call with HH02274,No recent engagement; requires proactive outreach.,No Response,Discuss with manager,Active,ADV0163,HH02274,ACCT006842
CRM00008583,Email,2025-03-15 00:00:00,Email with HH02269,Reviewed retirement income needs and cash balance.,Not Interested,Send material,Active,ADV0163,HH02269,ACCT006828
CRM00008584,Prospecting,2025-12-12 00:00:00,Prospecting with HH02264,Follow-up required on fixed income allocation.,No Response,No action,Active,ADV0163,HH02264,ACCT006812
CRM00008585,Note,2023-10-20 00:00:00,Note with HH02264,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0163,HH02264,ACCT006812
CRM00008586,Meeting,2023-10-07 00:00:00,Meeting with HH02260,Prospecting activity for new household acquisition.,Completed,Discuss with manager,Active,ADV0163,HH02260,ACCT006800
CRM00008587,Email,2025-05-22 00:00:00,Email with HH02261,Client expressed interest in tax-aware investment approach.,Interested,Send material,Active,ADV0163,HH02261,ACCT006803
CRM00008588,Email,2023-05-10 00:00:00,Email with HH02268,Prospecting activity for new household acquisition.,Completed,Create opportunity,Active,ADV0163,HH02268,ACCT006825
CRM00008589,Meeting,2024-09-08 00:00:00,Meeting with HH02261,Follow-up required on fixed income allocation.,Interested,Send material,Active,ADV0163,HH02261,ACCT006803
